Video,Timestamp(ms),MatchedName,Confidence
Transcodes/IMG_4119.mp4,6000,Jojo,100.0
Transcodes/IMG_4119.mp4,6000,Millie,100.0
Transcodes/IMG_4119.mp4,6500,Jojo,100.0
Transcodes/IMG_4119.mp4,6500,Millie,100.0
Transcodes/IMG_4119.mp4,7000,Jojo,100.0
Transcodes/IMG_4119.mp4,7000,Millie,100.0
Transcodes/IMG_4119.mp4,7500,Jojo,100.0
Transcodes/IMG_4119.mp4,7500,Millie,100.0
Transcodes/IMG_4119.mp4,8000,Jojo,100.0
Transcodes/IMG_4119.mp4,8000,Millie,100.0
Transcodes/IMG_4119.mp4,8500,Jojo,100.0
Transcodes/IMG_4119.mp4,8500,Millie,100.0
Transcodes/IMG_4119.mp4,9000,Jojo,100.0
Transcodes/IMG_4119.mp4,9000,Millie,100.0
Transcodes/IMG_4119.mp4,9500,Jojo,100.0
Transcodes/IMG_4119.mp4,9500,Millie,100.0
Transcodes/IMG_4119.mp4,9999,Jojo,100.0
Transcodes/IMG_4119.mp4,9999,Millie,100.0
Transcodes/IMG_4119.mp4,10499,Jojo,100.0
Transcodes/IMG_4119.mp4,10499,Millie,100.0
Transcodes/IMG_4119.mp4,10999,Jojo,100.0
Transcodes/IMG_4119.mp4,10999,Millie,100.0
Transcodes/IMG_4119.mp4,11499,Jojo,100.0
Transcodes/IMG_4119.mp4,11499,Millie,100.0
Transcodes/IMG_4119.mp4,11999,Jojo,100.0
Transcodes/IMG_4119.mp4,11999,Millie,100.0
Transcodes/IMG_4119.mp4,12499,Jojo,100.0
Transcodes/IMG_4119.mp4,12499,Millie,100.0
Transcodes/IMG_4119.mp4,12999,Jojo,100.0
Transcodes/IMG_4119.mp4,12999,Millie,100.0
Transcodes/IMG_4119.mp4,13499,Jojo,100.0
Transcodes/IMG_4119.mp4,13499,Millie,100.0
Transcodes/IMG_4119.mp4,13999,Jojo,100.0
Transcodes/IMG_4119.mp4,13999,Millie,100.0
Transcodes/IMG_4119.mp4,14499,Jojo,100.0
Transcodes/IMG_4119.mp4,14499,Millie,100.0
Transcodes/IMG_4119.mp4,14999,Jojo,100.0
Transcodes/IMG_4119.mp4,14999,Millie,100.0
Transcodes/IMG_4119.mp4,15499,Jojo,100.0
Transcodes/IMG_4119.mp4,15499,Millie,100.0
Transcodes/IMG_4119.mp4,15999,Jojo,100.0
Transcodes/IMG_4119.mp4,15999,Millie,100.0
Transcodes/IMG_4119.mp4,16499,Jojo,100.0
Transcodes/IMG_4119.mp4,16499,Millie,100.0
Transcodes/IMG_4119.mp4,16999,Jojo,100.0
Transcodes/IMG_4119.mp4,16999,Millie,100.0
